state,county,Stname,ctyname,CENSUS2010POP
51,057,Virginia,Essex County,11151
51,059,Virginia,Fairfax County,1081726
51,061,Virginia,Fauquier County,65203
51,063,Virginia,Floyd County,15279
51,065,Virginia,Fluvanna County,25691
51,067,Virginia,Franklin County,56159
51,069,Virginia,Frederick County,78305
51,071,Virginia,Giles County,17286
51,073,Virginia,Gloucester County,36858
51,075,Virginia,Goochland County,21717
51,077,Virginia,Grayson County,15533
51,079,Virginia,Greene County,18403
51,081,Virginia,Greensville County,12243
51,083,Virginia,Halifax County,36241
51,085,Virginia,Hanover County,99863
51,087,Virginia,Henrico County,306935
51,089,Virginia,Henry County,54151
51,091,Virginia,Highland County,2321
51,093,Virginia,Isle of Wight County,35270
51,095,Virginia,James City County,67009
51,097,Virginia,King and Queen County,6945
51,099,Virginia,King George County,23584
51,101,Virginia,King William County,15935
51,103,Virginia,Lancaster County,11391
51,105,Virginia,Lee County,25587
51,107,Virginia,Loudoun County,312311
51,109,Virginia,Louisa County,33153
51,111,Virginia,Lunenburg County,12914
51,113,Virginia,Madison County,13308
51,115,Virginia,Mathews County,8978
51,117,Virginia,Mecklenburg County,32727
51,119,Virginia,Middlesex County,10959
51,121,Virginia,Montgomery County,94392
51,125,Virginia,Nelson County,15020
51,127,Virginia,New Kent County,18429
51,131,Virginia,Northampton County,12389
51,133,Virginia,Northumberland County,12330
51,135,Virginia,Nottoway County,15853
51,137,Virginia,Orange County,33481
51,139,Virginia,Page County,24042
51,141,Virginia,Patrick County,18490
51,143,Virginia,Pittsylvania County,63506
51,145,Virginia,Powhatan County,28046
51,147,Virginia,Prince Edward County,23368
51,149,Virginia,Prince George County,35725
51,153,Virginia,Prince William County,402002
51,155,Virginia,Pulaski County,34872
51,157,Virginia,Rappahannock County,7373
51,159,Virginia,Richmond County,9254
51,161,Virginia,Roanoke County,92376
51,163,Virginia,Rockbridge County,22307
51,165,Virginia,Rockingham County,76314
51,167,Virginia,Russell County,28897
51,169,Virginia,Scott County,23177
51,171,Virginia,Shenandoah County,41993
51,173,Virginia,Smyth County,32208
51,175,Virginia,Southampton County,18570
51,177,Virginia,Spotsylvania County,122397
51,179,Virginia,Stafford County,128961
51,181,Virginia,Surry County,7058
51,183,Virginia,Sussex County,12087
51,185,Virginia,Tazewell County,45078
51,187,Virginia,Warren County,37575
51,191,Virginia,Washington County,54876
51,193,Virginia,Westmoreland County,17454
51,195,Virginia,Wise County,41452
51,197,Virginia,Wythe County,29235
51,199,Virginia,York County,65464
51,510,Virginia,Alexandria city,139966
51,515,Virginia,Bedford city,6222
51,520,Virginia,Bristol city,17835
51,530,Virginia,Buena Vista city,6650
51,540,Virginia,Charlottesville city,43475
51,550,Virginia,Chesapeake city,222209
51,570,Virginia,Colonial Heights city,17411
51,580,Virginia,Covington city,5961
51,590,Virginia,Danville city,43055
51,595,Virginia,Emporia city,5927
51,600,Virginia,Fairfax city,22565
51,610,Virginia,Falls Church city,12332
51,620,Virginia,Franklin city,8582
51,630,Virginia,Fredericksburg city,24286
51,640,Virginia,Galax city,7042
51,650,Virginia,Hampton city,137436
51,660,Virginia,Harrisonburg city,48914
51,670,Virginia,Hopewell city,22591
51,678,Virginia,Lexington city,7042
51,680,Virginia,Lynchburg city,75568
51,683,Virginia,Manassas city,37821
51,685,Virginia,Manassas Park city,14273
51,690,Virginia,Martinsville city,13821
51,700,Virginia,Newport News city,180719
51,710,Virginia,Norfolk city,242803
51,720,Virginia,Norton city,3958
51,730,Virginia,Petersburg city,32420
51,735,Virginia,Poquoson city,12150
51,740,Virginia,Portsmouth city,95535
51,750,Virginia,Radford city,16408
51,760,Virginia,Richmond city,204214
51,770,Virginia,Roanoke city,97032
51,775,Virginia,Salem city,24802
51,790,Virginia,Staunton city,23746
51,800,Virginia,Suffolk city,84585
51,810,Virginia,Virginia Beach city,437994
51,820,Virginia,Waynesboro city,21006
51,830,Virginia,Williamsburg city,14068
51,840,Virginia,Winchester city,26203
53,001,Washington,Adams County,18728
53,003,Washington,Asotin County,21623
53,005,Washington,Benton County,175177
53,007,Washington,Chelan County,72453
53,009,Washington,Clallam County,71404
53,011,Washington,Clark County,425363
53,013,Washington,Columbia County,4078
53,015,Washington,Cowlitz County,102410
53,017,Washington,Douglas County,38431
53,019,Washington,Ferry County,7551
53,021,Washington,Franklin County,78163
53,023,Washington,Garfield County,2266
53,025,Washington,Grant County,89120
53,027,Washington,Grays Harbor County,72797
53,029,Washington,Island County,78506
53,031,Washington,Jefferson County,29872
53,033,Washington,King County,1931249
53,035,Washington,Kitsap County,251133
53,037,Washington,Kittitas County,40915
53,039,Washington,Klickitat County,20318
53,041,Washington,Lewis County,75455
53,043,Washington,Lincoln County,10570
53,045,Washington,Mason County,60699
53,047,Washington,Okanogan County,41120
53,049,Washington,Pacific County,20920
53,051,Washington,Pend Oreille County,13001
53,053,Washington,Pierce County,795225
53,055,Washington,San Juan County,15769
53,057,Washington,Skagit County,116901
53,059,Washington,Skamania County,11066
53,061,Washington,Snohomish County,713335
53,063,Washington,Spokane County,471221
53,065,Washington,Stevens County,43531
53,067,Washington,Thurston County,252264
53,069,Washington,Wahkiakum County,3978
53,071,Washington,Walla Walla County,58781
53,073,Washington,Whatcom County,201140
53,075,Washington,Whitman County,44776
53,077,Washington,Yakima County,243231
54,001,West Virginia,Barbour County,16589
54,003,West Virginia,Berkeley County,104169
54,005,West Virginia,Boone County,24629
54,007,West Virginia,Braxton County,14523
54,009,West Virginia,Brooke County,24069
54,011,West Virginia,Cabell County,96319
54,013,West Virginia,Calhoun County,7627
54,015,West Virginia,Clay County,9386
54,017,West Virginia,Doddridge County,8202
54,019,West Virginia,Fayette County,46039
54,021,West Virginia,Gilmer County,8693
54,023,West Virginia,Grant County,11937
54,025,West Virginia,Greenbrier County,35480
54,027,West Virginia,Hampshire County,23964
54,029,West Virginia,Hancock County,30676
54,031,West Virginia,Hardy County,14025
54,033,West Virginia,Harrison County,69099
54,035,West Virginia,Jackson County,29211
54,037,West Virginia,Jefferson County,53498
54,039,West Virginia,Kanawha County,193063
54,041,West Virginia,Lewis County,16372
54,043,West Virginia,Lincoln County,21720
54,045,West Virginia,Logan County,36743
54,047,West Virginia,McDowell County,22113
54,049,West Virginia,Marion County,56418
54,051,West Virginia,Marshall County,33107
54,053,West Virginia,Mason County,27324
54,055,West Virginia,Mercer County,62264
54,057,West Virginia,Mineral County,28212
54,059,West Virginia,Mingo County,26839
54,061,West Virginia,Monongalia County,96189
54,063,West Virginia,Monroe County,13502
54,065,West Virginia,Morgan County,17541
54,067,West Virginia,Nicholas County,26233
54,069,West Virginia,Ohio County,44443
54,071,West Virginia,Pendleton County,7695
54,073,West Virginia,Pleasants County,7605
54,075,West Virginia,Pocahontas County,8719
54,077,West Virginia,Preston County,33520
54,079,West Virginia,Putnam County,55486
54,081,West Virginia,Raleigh County,78859
54,083,West Virginia,Randolph County,29405
54,085,West Virginia,Ritchie County,10449
54,087,West Virginia,Roane County,14926
54,089,West Virginia,Summers County,13927
54,091,West Virginia,Taylor County,16895
54,093,West Virginia,Tucker County,7141
54,095,West Virginia,Tyler County,9208
54,097,West Virginia,Upshur County,24254
54,099,West Virginia,Wayne County,42481
54,101,West Virginia,Webster County,9154
54,103,West Virginia,Wetzel County,16583
54,105,West Virginia,Wirt County,5717
54,107,West Virginia,Wood County,86956
54,109,West Virginia,Wyoming County,23796
55,001,Wisconsin,Adams County,20875
55,003,Wisconsin,Ashland County,16157
55,005,Wisconsin,Barron County,45870
55,007,Wisconsin,Bayfield County,15014
55,009,Wisconsin,Brown County,248007
55,011,Wisconsin,Buffalo County,13587
55,013,Wisconsin,Burnett County,15457
55,015,Wisconsin,Calumet County,48971
55,017,Wisconsin,Chippewa County,62415
55,019,Wisconsin,Clark County,34690
55,021,Wisconsin,Columbia County,56833
55,023,Wisconsin,Crawford County,16644
55,025,Wisconsin,Dane County,488073
55,027,Wisconsin,Dodge County,88759
55,029,Wisconsin,Door County,27785
55,031,Wisconsin,Douglas County,44159
55,033,Wisconsin,Dunn County,43857
55,035,Wisconsin,Eau Claire County,98736
55,037,Wisconsin,Florence County,4423
55,039,Wisconsin,Fond du Lac County,101633
55,041,Wisconsin,Forest County,9304
55,043,Wisconsin,Grant County,51208
55,045,Wisconsin,Green County,36842
55,047,Wisconsin,Green Lake County,19051
55,049,Wisconsin,Iowa County,23687
55,051,Wisconsin,Iron County,5916
55,053,Wisconsin,Jackson County,20449
55,055,Wisconsin,Jefferson County,83686
55,057,Wisconsin,Juneau County,26664
55,059,Wisconsin,Kenosha County,166426
55,061,Wisconsin,Kewaunee County,20574
55,063,Wisconsin,La Crosse County,114638
55,065,Wisconsin,Lafayette County,16836
55,067,Wisconsin,Langlade County,19977
55,069,Wisconsin,Lincoln County,28743
55,071,Wisconsin,Manitowoc County,81442
55,073,Wisconsin,Marathon County,134063
55,075,Wisconsin,Marinette County,41749
55,077,Wisconsin,Marquette County,15404
55,078,Wisconsin,Menominee County,4232
55,079,Wisconsin,Milwaukee County,947735
55,081,Wisconsin,Monroe County,44673
55,083,Wisconsin,Oconto County,37660
55,085,Wisconsin,Oneida County,35998
55,087,Wisconsin,Outagamie County,176695
55,089,Wisconsin,Ozaukee County,86395
55,091,Wisconsin,Pepin County,7469
55,093,Wisconsin,Pierce County,41019
55,095,Wisconsin,Polk County,44205
55,097,Wisconsin,Portage County,70019
55,099,Wisconsin,Price County,14159
55,101,Wisconsin,Racine County,195408
55,103,Wisconsin,Richland County,18021
55,105,Wisconsin,Rock County,160331
55,107,Wisconsin,Rusk County,14755
55,109,Wisconsin,St. Croix County,84345
55,111,Wisconsin,Sauk County,61976
55,113,Wisconsin,Sawyer County,16557
55,115,Wisconsin,Shawano County,41949
55,117,Wisconsin,Sheboygan County,115507
55,119,Wisconsin,Taylor County,20689
55,121,Wisconsin,Trempealeau County,28816
55,123,Wisconsin,Vernon County,29773
55,125,Wisconsin,Vilas County,21430
55,127,Wisconsin,Walworth County,102228
55,129,Wisconsin,Washburn County,15911
55,131,Wisconsin,Washington County,131887
55,133,Wisconsin,Waukesha County,389891
55,135,Wisconsin,Waupaca County,52410
55,137,Wisconsin,Waushara County,24496
55,139,Wisconsin,Winnebago County,166994
55,141,Wisconsin,Wood County,74749
56,001,Wyoming,Albany County,36299
56,003,Wyoming,Big Horn County,11668
56,005,Wyoming,Campbell County,46133
56,007,Wyoming,Carbon County,15885
56,009,Wyoming,Converse County,13833
56,011,Wyoming,Crook County,7083
56,013,Wyoming,Fremont County,40123
56,015,Wyoming,Goshen County,13249
56,017,Wyoming,Hot Springs County,4812
56,019,Wyoming,Johnson County,8569
56,021,Wyoming,Laramie County,91738
56,023,Wyoming,Lincoln County,18106
56,025,Wyoming,Natrona County,75450
56,027,Wyoming,Niobrara County,2484
56,029,Wyoming,Park County,28205
56,031,Wyoming,Platte County,8667
56,033,Wyoming,Sheridan County,29116
56,035,Wyoming,Sublette County,10247
56,037,Wyoming,Sweetwater County,43806
56,039,Wyoming,Teton County,21294
56,041,Wyoming,Uinta County,21118
56,043,Wyoming,Washakie County,8533
56,045,Wyoming,Weston County,7208
